id	tweet	subtask_a	subtask_b	subtask_c
90064	 The bigger problem is liberal gun control nuts that want open borders to try and cleanse a society from established cultures Then create a ruling class or a communist structure that has been proven to fail England is now a Muslim breeding ground Shameful	OFF	TIN	OTH
42573	 Are you suggesting Brazil doesnt have a high crime rate There is about x as much money trying to push gun control than there is nra money	NOT		
58600	 Shocking almost all liberals are crazy and insane since that Clinton witch lost theyve become unhinged deranged and a bunch of damn crybabies stop acting like children and grow up	OFF	TIN	GRP
27842	 Schiff you are the SWAMP	NOT		
81736	QAnon GreatAwakening Awake Yet It was a setup from the beginning and most liberals know it they just dont have the morals to accept it URL	NOT		
67416	 Antifa has no place in Anonymous No censorship URL	NOT		
66104	 Im talking about someone from a historical background and heritage of Guns She a Roman catholic They are generally all for gun control You do your research sir	OFF	TIN	OTH
41174	 Thats what we need A nationwide vote on gun control Let the people vote for a bill and force Congress to pass it if its the will of the majority PowerToThePeople	NOT		
91479	A Pittsburgh Antifa cell that is conducting weapons training to fight racists in the streets openly embraces mass murder The MLM in that graffiti stands for MarxistLeninistMaoist Maos Communist regime killed  million people in the Venetian ballroom at capacity 	OFF	TIN	GRP
10987	 Well see if I start talking at Dana about sensible gun control laws and she ignores me or calls me a tragedy dryhumping whore as she did then we arent having a conversation Im just talking into the void	OFF	UNT	
65807	 Antifa is a left wing inspired group	NOT		
30122	 coming from a guy who should be arrested and charged as an accessory I hat a deranged individual	OFF	TIN	IND
45869	 What if the law is reasonable gun control	NOT		
88575	 She thinks she can run for President These Democrats seem to always forget there is video tape of all the stupid things they do She is irrelevant SCOTUS will be confirmed and America is on the path to recovery from the  years of Obama	NOT		
49800	 Conservatives basically want some kind of Harrison Bergeron scenario where public universities are forced to pretend Charlie and Candace are functioning adults	NOT		
48218	 I dunno I know who he is but I dont interact directly with him a lot 	NOT		
64620	 Call is normal thing tho cos you even call your friends she should sub for herself she is not yet your responsibility to start buying data Outing Dunnogo for lowcut girls them full my hometown 	NOT		
68505	 It really is unbelievable that he feels its ok to call citizens worse than deplorable Hes nuts No wonder ppl are running to Reps He obviously thinks he is way better than us Time to go away Mr Biden	OFF	TIN	IND
20516	wasnt great but he is still the best Ive seenmy money is on thed ABs winning both the Rugby Championships and the WC with Beauden Barrett to play a starring role URL	NOT		
85878	 Youre in embarrassment to the Republican Party Glad you took the cowardly way out and quit	OFF	TIN	OTH
97875	 Donald Trump has always been a dangerous animal to the defeated liberal left demonrat and communists like Brennan	NOT		
13874	 Here your proof Our African  friends dont get free college The Demoncratic are putting illegals over  ppl These Antifa Ninja Turtles running around acting like jihadist and never lived a real life experience Most of these Antifa colleges kids are White privileged	OFF	TIN	GRP
45517	 Qual URL	OFF	UNT	
96394	 No he is waging war against you amp all of the horrible things you have done	NOT		
64790	 Almost every one I talked to at work today said fuck canelo He is the new mayweather	OFF	TIN	IND
79207	 All Trumps fault I guess URL	NOT		
70229	 We are the Judge Dredds of our Nation TuesdayMorning WednesdayWisdom WednesdayMotivation WednesdayMorning MAGA KAG MakeAmericaGreatAgain KeepAmericaGreat AmericaFirst A ADefenders When Libtard Democrats call youvia Twt URL URL	NOT		
66185	 I hope it was Fucken dinosaur thought he Steinbrenner 	OFF	TIN	IND
44791	 you are a dirty cum dumpster	OFF	TIN	IND
74791	 The far left antifa are the real fash cowards that hide behind masks and attack anyone who has a diff opinion they even confront not only the old and the vulnerable but children as well	NOT		
66874	 He is asleep Am I that boring	NOT		
21280	 Looking forward to a show where you invite callers who regret voting for the federal Liberals on 	NOT		
85180	 You are really enjoying ei	NOT		
91706	 Name the social injustices caused by the GOP and the death of anyone caused by members of it I dare you How many people have lost their lives to the idiocy of gun control	OFF	TIN	OTH
65418	 That solved the problem in Chicago alright I wish these leaders would think up something different to get attention Gun control is getting old	OFF	TIN	GRP
15227	 Youre a bye week	NOT		
32266	 CAREFUL now soyboy stickman Your arms might fall clean off Dweeb	OFF	TIN	IND
59118	Come on maga	NOT		
20103	Of course Spooky Dude is connected to Kavanaugh hit job URL MAGA Teaparty TrumpTrain CCOT PJNET Trump Kavanaugh KavanaughConfirmationHearing ConfirmKavanaugh	NOT		
81403	 Its still here at  If someone did this to her or her family shed be enraged She is what has let loose	NOT		
24482	 They owe the Christian Conservatives and the Koch Bros this nomination This specific nomination For a reason	NOT		
83314	 Innocent people dont resign We know liberals love sexual predators That is why you are OK with Keith Ellison assulting several women with police reports to support it	OFF	TIN	IND
81938	 I think the reality is that he is truth phobic 	NOT		
45820	 And the unexplained  murders associated with her mother are pro christian	NOT		
55015	 I see boobs lol 	OFF	UNT	
55155	 In poker I would definitely move all in on this Woodward bluff When did Bob become a shill Hope the CI pays well Bobby	NOT		
14874	 Yea he is lol Sorry you have to go through this	NOT		
18631	 Theres this specific person whose tweets r bugging me since morning  solo fan I guess usko har cheez se problem hai aur use shayad aisa lagta hai Jaise heshe is the nly sensible one 	NOT		
82064	libdems also have a share without their support conservatives would never have got austerity through All for the price of plastic bags URL	NOT		
58476	 He is a knucklehead He is not making good decisions	OFF	TIN	IND
51247	 kindergarten for adults	NOT		
94081	 Truthfeed News   Dems Scramble and Suddenly Hit the BRAKES on Kavanaughs Accuser MAGAA Prolife URL	NOT		
29028	conservatives have been playing defense WAY too long ENOUGH WakeUp MakeAmericaGreatAgain DemocratsDividingAndDestroyingAmerica	NOT		
57412	 Gonna suck with all that gun control	OFF	UNT	
13150	 Sir I know the difference pretending to be someone else is lying who you are the age where you from etc etc etc but thats not the point the point is a lot of people are doing both and they been doing it since forever to kill their victims And it sucks	OFF	TIN	IND
33827	 laughs at conservatives on The View for suddenly being outraged by his support of Democrats  come on guys  clearly they werent THAT good of fans if they didnt know who he was URL	NOT		
34027	 No one gives a shit and no one will miss her Sorry will URL	OFF	TIN	IND
54277	 I never said that I merely refuted the statement that they dont have a tight end Virgil Green is a solid tight end when he is surrounded by the talent that the chargers have	NOT		
83552	 Source Legit only No FAUX or its minions And just in case antifa  anarchists They are not left Last URL	NOT		
22913	 my Kitty you know that I love you and you are always in my minds	NOT		
15317	 Its not from Antifa It was a troll created by pol	NOT		
81766	 Here she is	NOT		
41930	 ILLEGAL ASSEMBLY Look it up	NOT		
35036	 ConfirmKavanaugh This folly is used to fireup the extreme Progressive base Soros Antifa amp BLM didnt work URL	NOT		
84308	 divine she is	NOT		
48868	 It is false She is lying Check her source	NOT		
51349	 We need you to do the next superhero game  URL	NOT		
61958	 Funny thing about these meme maps South Carolina and Cook county Illinoise have very similar demographics and populations Cook county has more than twice as many murders as my home state with all that gun control Start comparing apples to apples	NOT		
88334	 As Fat as he is President Trump will be the last President Moore Ever Sees	NOT		
52970	 He is still a baby	NOT		
95041	 I linked to an article showing you why youre wrong Youre telling libertarians and conservatives aka the right what they supposedly believe Im not bigoted its just a pattern Ive noticed that never seems to be wrong	NOT		
91228	 Bono loves and embraces fugitive Roman Polanski Thats the kind of guy he and his mates are	NOT		
71221	 Like London with land banked luxury apartments but little or no social housing built	NOT		
97698	 I think Collins has maybe seen the light given the threats against her from Liberals lately	NOT		
89266	 You are more than your productivity	NOT		
63305	 Hes more qualified than all of you Obama folks put together	OFF	TIN	GRP
58197	 Actually its only libs that ACTUALLY follow up on their threats  cops murdered so far by libs s of cops shot by libs Dozens of republican congressman attempted murder by libs Antifa assaulting on behalf of libs URL	NOT		
20797	Rape Culture Prominent Conservatives Rush to the Defense of Brett Kavanaugh in Wake of Sexual Assault Allegation URL	NOT		
84558	 Video was worth it	NOT		
74015	 Sorry but bloodsuckers are bad almost as bad as elves like you are dating an undead monster who cant be controlled and even if they can be controlled youll die before her and make her have mental issues	OFF	TIN	IND
38915	 A thought I had watching this does she know where she is or whats going on	NOT		
