test_case	id	source	language	text	task1	task2
EXIST2021	5191	twitter	es	El caso venezolano no es muy distinto La censura la discriminación con sesgo ideológico las persecuciones y la violación de nuestros derechos siguen siendo el día a día en nuestro panorama noticioso 	non-sexist	non-sexist
EXIST2021	5192	twitter	es	dios esa chica me representaba JAJAJAJA	non-sexist	non-sexist
EXIST2021	5193	twitter	es	 Lees El segundo párrafo y querés arrancar a los 	non-sexist	non-sexist
EXIST2021	5194	twitter	es	clarotambién es mejor psicológicamente para la mujer pero a la élite no le produce dividendo y los abortos les dejara grandes gananciasy bueno los borregos caminan al matadero de una forma muy obediente y deñapa los aplauden 	non-sexist	non-sexist
EXIST2021	5195	twitter	es	 Jajajhha ya voy a comprar	non-sexist	non-sexist
EXIST2021	5196	twitter	es	 Señorita no la sigo pero me apareció un par de tweets suyo y no pude evitar ver que puso Lisencia en ellosComo twitter es servicio le cuento es LICENCIA Se lo digo porque soy medio buena gente y también medio hdp Que tenga una buena licencia	non-sexist	non-sexist
EXIST2021	5197	twitter	es	NO TENGAS MIEDO NO ESTÁS SOLADENUNCIA   SOS Mujer   UNI mujer ODAC Morazán    Estamos para ayudarte PorTíPorMíPorTodasJusticia YoSiTeCreo NoEsNo 	non-sexist	non-sexist
EXIST2021	5198	twitter	es	No vayas a la cancha no es de piba esa ropa no es para vos sos re marimachoRecuerdo que todo el tiempo me decía eso Un día una amiga puso en su casa Sign of the times y ese chico me resultaba conocido	non-sexist	non-sexist
EXIST2021	5199	twitter	es	No me voy a quedar embarazada  	non-sexist	non-sexist
EXIST2021	5200	twitter	es	 Es un tema que no es de relevancia al ser lo mínimo que deben de hacer lo relevante es mostrar todo lo malo como la mala antención médica en general cáncer mujeres violencia acoso de las autoridades y los monos de morena mal manejo de economía su familia corrupta	non-sexist	non-sexist
EXIST2021	5201	twitter	es	Me da risa cuando estaba soltero ni los sancudos me picaban la brisa me esquivaba ni las señoras me veían y ahora que tengo a mi novia los sancudos me pican la brisa me tambAlea y las señoras me sonríen y las señoritas se tocan el cabello que cosas no ironías de la Vida	non-sexist	non-sexist
EXIST2021	5202	twitter	es	Bueno al final si es verdad que Kimberly loaiza está 	non-sexist	non-sexist
EXIST2021	5203	twitter	es	 Son todos unos hipócritas  Yo no veo nada de victimismo en lo que dijo samira vamos	non-sexist	non-sexist
EXIST2021	5204	twitter	es	Me doy cuenta de que he vuelto a dejar la cocina hecha una mierda y no he estudiado nada Me pongo a recoger y se me cae la harina en el suelo Genial Ponte a barrer silvia Termino de fregar y limpiar la cocina y me suena la alarma	non-sexist	non-sexist
EXIST2021	5205	twitter	es	  Wey y siii jajajajaja pasa las veces que tienen que pasar todas las mujeres Rojas hasta  veces seguidas pasa ella para asegurar puntos por que todos ahí saben que no más calientan bancas y cuando ella pasa pues pierde  punto en  pasadas y se salva la semana	non-sexist	non-sexist
EXIST2021	5206	twitter	es	 Justo ahora me parece atractiva la idea Ayuda	non-sexist	non-sexist
EXIST2021	5207	twitter	es	YoSíTeCreo emitió un comunicado en el que las federadas desde los  años de edad y cotizantes de la FMC pertenecientes la plataforma feminista rechazan la participación de la organización y el uso de su estandarte en un acto de repudio  	non-sexist	non-sexist
EXIST2021	5208	twitter	es	MARK el mayor de la clase tronó ro de primaria pq le dió varicela por medio año y nunca llevó excusa se sienta en recreo con los de  se ríe en clases y cuando el profe le pedía compartir el chiste LO CONTABA le iba como el culo en todo menos en Inglés 	non-sexist	non-sexist
EXIST2021	5209	twitter	es	Piensa   la poesía ha sido la vía para exponer los sentimientos las emociones y los recuerdos de una persona a manera así como lo hace Juana Peñate una mujer poeta que con sus escritos habla de sus raíces Te invitamos a conocer su obra 	non-sexist	non-sexist
EXIST2021	5210	twitter	es	 Me agrada leer esto No creo que sea tanto una debilidad de los Partidos  sino una deformación de la falta de cultura política desde la formación inicial en la primaria Hay una inhibición en la generación reprimida de los s que ha deprimido a la de los s	non-sexist	non-sexist
EXIST2021	5211	twitter	es	Hasta la puntísima de la polla	non-sexist	non-sexist
EXIST2021	5212	twitter	es	 Formales y la primaria la empecé en un colegio particular que puso como condición que no salía del colegio hasta que tenga la partida Eso ya no se podría dar en estos días A diferencia de tus niños yo no tenía otra nacionalidad para poder asistir al colegio 	non-sexist	non-sexist
EXIST2021	5213	twitter	es	 No hace ni falta esparcir noticias sabiendo la de lerdos que se dejan sodomizar en este país	non-sexist	non-sexist
EXIST2021	5214	twitter	es	  Si te haces la prueba antes de que pasen  días seguiras saliendo positiva Es mejor esperar Pero tu ya puedes salir y estar con otros sin riesgo a contagiar y con muy poca posibilidad de recontagio En la página  oficial de covid viene todo esto y más respuestas a tus dudas	non-sexist	non-sexist
EXIST2021	5215	twitter	es	El viernes no sé pero mañana tiene pinta de que en el examen me van a dar por culo  	non-sexist	non-sexist
EXIST2021	5216	twitter	es	  Vendes pack turca	non-sexist	non-sexist
EXIST2021	5217	twitter	es	 Seguramente es por violar el toque de queda que se ve en el video jeje fuera de bromas creo que aun falta mucho por pulir la IA del juego	non-sexist	non-sexist
EXIST2021	5218	twitter	es	  Si señor nadie sabe la situación de estas mujeres para llegar a esto nosotros siempre juzgamos sin conocer los problemas de la de más personas toda acción que uno haga siempre tiene porqué le deseo un buen día sr	non-sexist	non-sexist
EXIST2021	5219	twitter	es	Una maravilla La señorita Cora canta como los ángeles y tus efectos Ha sido todo perfecto 	non-sexist	non-sexist
EXIST2021	5220	twitter	es	 EL COMPROMISO DE HACER MEJOR Hoy se celebra el día Internacional de Voluntariado es por ello que quiero saludar muy afectuosamente a todos los hombres y mujeres que forman parte de las ONGs de la Provincia que trabajan en la emergencia 	non-sexist	non-sexist
EXIST2021	5221	twitter	es	 puede subir lo q quiera y si lo sube aunque sea viejo es xq hoy es un dia importante para las mujeres de latinoamericaen argentina se legalizo y estan simpatizando con en este caso las de chile para q sigan siendo fuertes para conseguir la ley	non-sexist	non-sexist
EXIST2021	5222	twitter	es	  Y el hecho de que Caballero votara por Petro hace  años lo excusa de la forma pedante con la que intentó demeritar la posición politica de Margarita y Gustavo Bolivar recurriendo a reducirlos a Actriz y ExReina y Escritor de Sin Tetas No Hay Paraiso	non-sexist	non-sexist
EXIST2021	5223	twitter	es	 es que eres una mujer multiple bendiciones Jessica	non-sexist	non-sexist
EXIST2021	5224	twitter	es	YoSiTeCreo qué triste y qué nefasto este tipo abusando de su poder GabrielVallejoZeron 	non-sexist	non-sexist
EXIST2021	5225	twitter	es	soy super Dino no me hablen chicaos alejense de mi no ven que tengo problemas asustense dejenme ser como soy mamá no es una etapa naci soy y morire Dino para toda la vida soy super edgy me delinio oseaaa soy super Dino quieres que sea tu Danonino edgy lo sere 	non-sexist	non-sexist
EXIST2021	5226	twitter	es	 Eres un sol de persona el mundo merece más gente como tú y menos de esas que atacan sin pensar muchas gracias	non-sexist	non-sexist
EXIST2021	5227	twitter	es	Gol tuneado Bajito Musica al palo Macho pito chico al volante Mujer de acompañante Niño pequeño haciendo de airbag Tipica escena del conurbano	non-sexist	non-sexist
EXIST2021	5228	twitter	es	   Todas las malas caracteristicas que tenemos los sudamericanos proviene de la genetica española ya que mandaban a sus mejores personas a matar robar sodomizar etc Que venga un wn a tratar de muertos de hambre Que mire en el espejo porq son lo que son gracias a nosotros	non-sexist	non-sexist
EXIST2021	5229	twitter	es	Hoy me dijeron esto como es que andas tan feliz si acabas de terminar con tu novioMi respuesta ya lloré lo que tenía que llorar y el mundo no se acaba por un hombre esperas que ande en depresión por eso Duramos dos años pero si no se dio no se dio Estuve bien	non-sexist	non-sexist
EXIST2021	5230	twitter	es	   A mi me molestaban x ser flaco a otros por ser gordo moreno chico o blanco Ahora una opinión no te la tomas personal si no va dirigida para ti y menos para utilizarlo con un patético victimismo conmigo no te va a servir y menos a tu gente	non-sexist	non-sexist
EXIST2021	5231	twitter	es	Hoy Sábado también hay Jamming hgtgt  a reírte al  con el mejor Teatro de impro en MadridCon Millones de espectadores 	non-sexist	non-sexist
EXIST2021	5232	twitter	es	Tenga presente q si usted es hombre y planea pintarse el cabello de rubio ya que esta tan de moda hágase primero un estudio digital para ver qué tan opcionado es a verse bien no se ponga a probar eso no se le ve bien a todo el mundoPuede que quede como un reverendo ñero	non-sexist	non-sexist
EXIST2021	5233	twitter	es	Les deseo a todos mis chicas Kunnuel una muy feliz navidad Aunque es un año diferente nos dió oportunidad de conocernoslas quiero de aquí a la  y de regreso Les deseo lo más bonito del mundo pues se merecen la circunferencia del  en cosas hermosas  	non-sexist	non-sexist
EXIST2021	5234	twitter	es	 Ánimo raspi mientras tu estés bien el día  esta ahí mismo y tienes una oportunidad de dejar de fumar la putada es fregar a mano fíjate yo no tengo que lavavajillas	non-sexist	non-sexist
EXIST2021	5235	twitter	es	Celebro la designación de  como candidata a la gubernatura de Zacatecas Es una mujer brillanteVaPorMéxicoVaPorZacatecas 	non-sexist	non-sexist
EXIST2021	5236	twitter	es	 Es que a Daniel Coronell no le da ni pena tapar la tendencia   se nota que le dolió mucho no ser el   ese casi es como cuando dicen que una mujer está medio embarazada 	non-sexist	non-sexist
EXIST2021	5237	twitter	es	Cuando se quejen de sus parejas tipo Es que los hombres es que las mujeres   No generalicen porque ni todos los hombres son iguales ni todas las mujeres Los demás no tienen la culpa de tus errores al elegir pareja o amistades	non-sexist	non-sexist
EXIST2021	5238	twitter	es	    Y que culpa tiene el Gobierno Si fueron los globoludxs los que empezaron a violar la cuarentena La culpa de los contagios es de los irresponsables que no respetan los protocolos	non-sexist	non-sexist
EXIST2021	5239	twitter	es	 me cancelaron  un envio de un equipo y en vez de devolverme  el dinero se pagaron  la boleta que aun no vencía  y lo peor que al exigir una explicación  las señoritas del call center  me cortan la llamada exigo  una explicación  d lo que sucedió	non-sexist	non-sexist
EXIST2021	5240	twitter	es	EL HOMBRE SE TRANSFORMA EN UN ESCÁNDALO LO NECESITA PARA AUMENTAR SU EGO PODER FALTA DE REPETO Y  VIRTUDES  ESE NO ES EL MENSAJE DE ESE NIÑO QUE NACIÓ EN UN PESEBRESI EN REALIDAD LA NAVIDAD ES UN RECORDATORIO DE ESE NACIMIENTO HUMILDE Y EN PAZ SEGúN EL LIBRO DE CUENTO	non-sexist	non-sexist
EXIST2021	5241	twitter	es	 Hay discusiones acaloradas donde se pueden decir cosas de las que luego la gente se arrepiente sean hombres o mujeresPor eso el contexto siempre es importanteEn el reino de la fantasía progre todos somos buenos y no hay que tolerar nada pero el mundo real no es así	non-sexist	non-sexist
EXIST2021	5242	twitter	es	Un sociólogo catarí enseña en un vídeo cómo hay que golpear a las mujeres según el Islam  a través de 	sexist	misogyny-non-sexual-violence
EXIST2021	5243	twitter	es	 Ernesto no se debe asumir que en la violencia ambos son responsables  la verdad es que las mujeres víctimas no son responsables de lo que sufren y las víctimas ni siquiera saben que tan profundo es el daño la conciliación debe quedar fuera en este caso	sexist	ideological-inequality
EXIST2021	5244	twitter	es	No he visto yo al feminismo este de chichinabo quemar las calles porque las mujeres arreen mayoritariamente con las tareas domésticas Sí las calles deberían arder por esto si no fuera por lo absolutamente naturalizado que lo tenéis MaAMaaa dame más tuppers	sexist	ideological-inequality
EXIST2021	5245	twitter	es	 no mames otra con las celulas de esperma  que asco de hembrismo y hasta que se le ve la pincche cara de loca xD necesita terapia esa mina que hasta medio miedo	sexist	ideological-inequality
EXIST2021	5246	twitter	es	Peligrosísima Alerta Una mujer que se rebela Hay que doblegarla como sea que le quede claro que no hay otra opción que ser sumisa y obediente 	sexist	stereotyping-dominance
EXIST2021	5247	twitter	es	chicas cual es el mansplaining mas  q os han hechointentado hacer el mio fue cuando subi un meme de evangelion a las stories y un tio me dijo que me podía explicar el final pq estaba estudiando psicología	sexist	stereotyping-dominance
EXIST2021	5248	twitter	es	   Mujer al volante Peligro constante	sexist	stereotyping-dominance
EXIST2021	5249	twitter	es	No Arzu si lo que le dijiste de que era una niñata estaba correctísimo CennetNovaDic	sexist	stereotyping-dominance
EXIST2021	5250	twitter	es	 AAAA GOLFA HIJA DE PUTA LA COMCHQ DE TU HERMANA ELEANOR	sexist	misogyny-non-sexual-violence
EXIST2021	5251	twitter	es	Mi ex jefe me tiene guardada como chavela feminazi JAJAJAJAJAJAJAJA	sexist	ideological-inequality
EXIST2021	5252	twitter	es	  MUJERES Y DEPORTELas categorías deportivas separadas son necesarias para garantizar que las mujeres y las niñas no tengan que enfrentarse a competidores que hayan adquirido los efectos irreversibles de mejora del rendimiento No hay igualdad si hay superioridad anatómica clara	sexist	ideological-inequality
EXIST2021	5253	twitter	es	que ganas de correrme en tus tetas	sexist	sexual-violence
EXIST2021	5254	twitter	es	YoSíTeCreoEl juez que pidió la absolución de LaManada absuelve a un hombre de abusar sexualmente de una niña de  años porque el acusado decía que siempre inventaba historias La acusación particular pedía  años de prisión 	sexist	sexual-violence
EXIST2021	5255	twitter	es	Una mujer  a peligro al volante e o no  	sexist	stereotyping-dominance
EXIST2021	5256	twitter	es	 Me gustaría ver a todos estos el día que su ídolo se lamentó de que le borraran un vídeo en el que decía El reto de la canela es para vaginas y múltiples comentarios hacia las mujeres que todos estos se llevarían las manos a la cabeza hoy en día Hipócritas sin duda	sexist	misogyny-non-sexual-violence
